current_episode,episode reward,episode_end,epoch,epsilon,reward,step,total_reward,train_loss
81.0,0.0,0.0,0,0.8100000023841858,0.0,1899,0.0,1.3089541539557104e-07
85.0,0.0,0.0,0,0.8050000071525574,0.0,1949,0.0,2.0530279698505183e-07
87.0,0.0,0.0,0,0.800000011920929,0.0,1999,0.0,9.49884864098749e-08
89.0,0.0,0.0,0,0.7950000166893005,0.0,2049,0.0,2.2963652668295254e-07
91.0,0.0,0.0,0,0.7900000214576721,0.0,2099,0.0,7.14887562480726e-08
94.0,0.0,0.0,0,0.7850000262260437,0.0,2149,0.0,1.4946095916457125e-07
96.0,0.0,0.0,0,0.7799999713897705,0.0,2199,0.0,1.4689761940189783e-07
98.0,0.0,0.0,0,0.7749999761581421,0.0,2249,0.0,9.216135765655054e-08
102.0,0.0,0.0,0,0.7699999809265137,0.0,2299,0.0,5.665344104954784e-08
103.0,0.0,0.0,0,0.7649999856948853,0.0,2349,0.0,1.744235760270385e-07
106.0,0.0,0.0,0,0.7599999904632568,0.0,2399,0.0,3.3291675549662614e-07
108.0,0.0,0.0,0,0.7549999952316284,0.0,2449,0.0,5.4133373339482205e-08
110.0,0.0,0.0,0,0.75,0.0,2499,0.0,3.0333299605445063e-07
112.0,0.0,0.0,0,0.7450000047683716,0.0,2549,0.0,1.8783251221066166e-07
115.0,0.0,1.0,0,0.7400000095367432,0.0,2599,0.0,1.6226985621869972e-07
117.0,0.0,0.0,0,0.7350000143051147,0.0,2649,0.0,9.55513655753748e-07
119.0,0.0,0.0,0,0.7300000190734863,0.0,2699,0.0,4.149041501477768e-07
121.0,0.0,0.0,0,0.7250000238418579,0.0,2749,1.0,1.0375551937613636e-06
125.0,0.0,0.0,0,0.7200000286102295,0.0,2799,0.0,5.561942657550389e-07
128.0,0.0,0.0,0,0.7149999737739563,0.0,2849,0.0,2.574609538896766e-07
131.0,0.0,0.0,0,0.7099999785423279,0.0,2899,0.0,3.4856890351875336e-07
133.0,0.0,0.0,0,0.7049999833106995,0.0,2949,0.0,2.5506705014777253e-07
136.0,0.0,0.0,0,0.699999988079071,0.0,2999,0.0,5.802844498248305e-07
140.0,0.0,0.0,0,0.6949999928474426,0.0,3049,0.0,6.42681243334664e-07
141.0,0.0,0.0,0,0.6899999976158142,0.0,3099,0.0,3.0888564651831985e-05
142.0,0.0,0.0,0,0.6850000023841858,0.0,3149,0.0,5.8939158407156356e-06
142.0,0.0,0.0,0,0.6800000071525574,0.0,3199,0.0,1.1519766758283367e-06
144.0,0.0,0.0,0,0.675000011920929,0.0,3249,0.0,2.4276769181597047e-06
146.0,0.0,0.0,0,0.6700000166893005,0.0,3299,0.0,1.2365146631054813e-06
149.0,0.0,0.0,0,0.6650000214576721,0.0,3349,0.0,3.336820373078808e-05
150.0,0.0,0.0,0,0.6600000262260437,0.0,3399,0.0,1.222780701937154e-05
153.0,0.0,0.0,0,0.6549999713897705,0.0,3449,0.0,1.2856720786658116e-05
155.0,0.0,0.0,0,0.6499999761581421,0.0,3499,1.0,5.997305197524838e-05
157.0,0.0,0.0,0,0.6449999809265137,0.0,3549,0.0,0.00011909690510947257
159.0,0.0,0.0,0,0.6399999856948853,0.0,3599,0.0,4.877177707385272e-05
161.0,0.0,0.0,0,0.6349999904632568,0.0,3649,0.0,4.8992125812219456e-05
163.0,0.0,0.0,0,0.6299999952316284,0.0,3699,1.0,0.0004643664287868887
166.0,0.0,0.0,0,0.625,0.0,3749,0.0,0.00027754236361943185
167.0,0.0,0.0,0,0.6200000047683716,0.0,3799,0.0,0.00041013280861079693
171.0,0.0,0.0,0,0.6150000095367432,0.0,3849,0.0,0.00012145175423938781
173.0,0.0,0.0,0,0.6100000143051147,0.0,3899,0.0,0.00024597777519375086
175.0,0.0,0.0,0,0.6050000190734863,0.0,3949,1.0,0.00011737846944015473
177.0,0.0,0.0,0,0.6000000238418579,0.0,3999,0.0,0.00011080916738137603
179.0,0.0,0.0,0,0.5950000286102295,0.0,4049,0.0,2.4672914150869474e-05
180.0,0.0,0.0,0,0.5899999737739563,0.0,4099,0.0,8.452709153061733e-06
182.0,0.0,0.0,0,0.5849999785423279,0.0,4149,0.0,4.0728977182880044e-05
184.0,0.0,0.0,0,0.5799999833106995,0.0,4199,0.0,0.00013386085629463196
186.0,0.0,0.0,0,0.574999988079071,0.0,4249,1.0,1.8611961422720924e-05
188.0,0.0,0.0,0,0.5699999928474426,0.0,4299,1.0,2.6725310817710124e-05
189.0,0.0,0.0,0,0.5649999976158142,0.0,4349,1.0,2.8742389986291528e-05
192.0,0.0,0.0,0,0.5600000023841858,0.0,4399,0.0,5.291973502608016e-05
194.0,0.0,0.0,0,0.5550000071525574,0.0,4449,0.0,5.0042785005643964e-05
196.0,0.0,0.0,0,0.550000011920929,0.0,4499,1.0,7.282902515726164e-05
197.0,0.0,0.0,0,0.5450000166893005,0.0,4549,1.0,0.0001784033956937492
200.0,0.0,0.0,0,0.5400000214576721,0.0,4599,0.0,5.6405027862638235e-05
201.0,0.0,0.0,0,0.5350000262260437,0.0,4649,0.0,2.9025763069512323e-05
204.0,0.0,0.0,0,0.5299999713897705,0.0,4699,0.0,1.786223947419785e-05
206.0,0.0,0.0,0,0.5249999761581421,0.0,4749,0.0,3.821876089205034e-05
209.0,0.0,0.0,0,0.5199999809265137,0.0,4799,0.0,0.00010136607306776568
211.0,0.0,0.0,0,0.5149999856948853,0.0,4849,1.0,4.0877832361729816e-05
213.0,0.0,0.0,0,0.5099999904632568,0.0,4899,0.0,2.37249223573599e-05
215.0,0.0,0.0,0,0.5049999952316284,0.0,4949,0.0,1.2823428733099718e-05
218.0,0.0,0.0,0,0.5,0.0,4999,0.0,2.264495924464427e-05
220.0,0.0,0.0,0,0.4950000047683716,0.0,5049,1.0,9.125433280132711e-06
222.0,0.0,0.0,0,0.49000000953674316,0.0,5099,0.0,5.8376710512675345e-05
224.0,0.0,0.0,0,0.48500001430511475,0.0,5149,0.0,1.3394230336416513e-05
228.0,0.0,0.0,0,0.47999998927116394,0.0,5199,0.0,5.200389750825707e-06
230.0,0.0,0.0,0,0.4749999940395355,0.0,5249,0.0,6.308436422841623e-05
233.0,0.0,0.0,0,0.4699999988079071,0.0,5299,0.0,7.813232514308766e-06
235.0,0.0,1.0,0,0.4650000035762787,0.0,5349,0.0,1.8842940335161984e-05
239.0,0.0,0.0,0,0.46000000834465027,0.0,5399,0.0,1.404935301252408e-05
242.0,0.0,0.0,0,0.45500001311302185,0.0,5449,0.0,4.452854773262516e-05
244.0,0.0,0.0,0,0.44999998807907104,0.0,5499,0.0,5.972976214252412e-05
247.0,0.0,0.0,0,0.4449999928474426,0.0,5549,1.0,4.164008714724332e-05
251.0,0.0,0.0,0,0.4399999976158142,0.0,5599,0.0,3.988765456597321e-05
253.0,0.0,0.0,0,0.4350000023841858,0.0,5649,1.0,4.9624155508354306e-05
255.0,0.0,0.0,0,0.4300000071525574,0.0,5699,1.0,4.1266612242907286e-05
259.0,0.0,0.0,0,0.42500001192092896,0.0,5749,0.0,4.504850949160755e-05
262.0,0.0,0.0,0,0.41999998688697815,0.0,5799,0.0,0.000874344608746469
267.0,0.0,1.0,0,0.41499999165534973,0.0,5849,0.0,2.026968650170602e-05
268.0,0.0,0.0,0,0.4099999964237213,0.0,5899,1.0,2.0488039808697067e-05
271.0,0.0,0.0,0,0.4050000011920929,0.0,5949,1.0,1.6882699128473178e-05
274.0,0.0,1.0,0,0.4000000059604645,0.0,5999,0.0,3.760063236768474e-06
276.0,1.0,1.0,0,0.39500001072883606,1.0,6049,1.0,5.975619387754705e-06
279.0,0.0,0.0,0,0.38999998569488525,0.0,6099,0.0,5.30184024682967e-06
282.0,0.0,0.0,0,0.38499999046325684,0.0,6149,1.0,7.128745892259758e-06
287.0,0.0,0.0,0,0.3799999952316284,0.0,6199,0.0,8.297245585708879e-06
291.0,0.0,0.0,0,0.375,0.0,6249,1.0,2.3519091882917564e-06
294.0,0.0,0.0,0,0.3700000047683716,0.0,6299,1.0,3.4540746582933934e-06
296.0,0.0,0.0,0,0.36500000953674316,0.0,6349,0.0,9.825634333537892e-05
299.0,0.0,1.0,0,0.36000001430511475,0.0,6399,0.0,6.565638614119962e-06
301.0,0.0,0.0,0,0.35499998927116394,0.0,6449,0.0,2.938552142950357e-06
305.0,0.0,0.0,0,0.3499999940395355,0.0,6499,0.0,9.959683666238561e-06
307.0,0.0,0.0,0,0.3449999988079071,0.0,6549,0.0,8.272717423096765e-06
311.0,0.0,0.0,0,0.3400000035762787,0.0,6599,1.0,3.886488684656797e-06
314.0,0.0,0.0,0,0.33500000834465027,0.0,6649,0.0,6.660501639998984e-06
316.0,0.0,0.0,0,0.33000001311302185,0.0,6699,1.0,1.6801193851279095e-05
320.0,0.0,1.0,0,0.32499998807907104,0.0,6749,0.0,4.761941454489715e-06
322.0,0.0,0.0,0,0.3199999928474426,0.0,6799,1.0,1.1737676686607301e-05
325.0,0.0,0.0,0,0.3149999976158142,0.0,6849,1.0,1.0175668649026193e-05
327.0,0.0,0.0,0,0.3100000023841858,0.0,6899,0.0,8.552626240998507e-06
330.0,0.0,0.0,0,0.3050000071525574,0.0,6949,1.0,8.132384391501546e-05
334.0,0.0,0.0,0,0.30000001192092896,0.0,6999,0.0,6.834144187450875e-06
337.0,1.0,1.0,0,0.29499998688697815,1.0,7049,1.0,2.039606806647498e-05
339.0,0.0,0.0,0,0.28999999165534973,0.0,7099,1.0,6.313553603831679e-05
342.0,0.0,0.0,0,0.2849999964237213,0.0,7149,0.0,4.116734544368228e-06
345.0,0.0,0.0,0,0.2800000011920929,0.0,7199,0.0,2.2389096557162702e-05
348.0,0.0,0.0,0,0.2750000059604645,0.0,7249,0.0,2.056201446976047e-05
350.0,0.0,0.0,0,0.27000001072883606,0.0,7299,1.0,1.3682073586096521e-05
354.0,0.0,0.0,0,0.26499998569488525,0.0,7349,1.0,2.7381953259464353e-05
357.0,0.0,0.0,0,0.25999999046325684,0.0,7399,0.0,8.086309208010789e-06
361.0,0.0,0.0,0,0.2549999952316284,0.0,7449,1.0,1.4108343748375773e-05
363.0,0.0,0.0,0,0.25,0.0,7499,1.0,5.6465098168700933e-05
366.0,0.0,0.0,0,0.24500000476837158,0.0,7549,1.0,2.4216215024353005e-05
370.0,0.0,0.0,0,0.23999999463558197,0.0,7599,1.0,5.151701043359935e-05
372.0,0.0,0.0,0,0.23499999940395355,0.0,7649,1.0,3.440841828705743e-05
376.0,0.0,0.0,0,0.23000000417232513,0.0,7699,1.0,2.7513362510944717e-05
379.0,0.0,0.0,0,0.22499999403953552,0.0,7749,1.0,1.8071927115670405e-05
382.0,0.0,0.0,0,0.2199999988079071,0.0,7799,1.0,7.275152711372357e-06
385.0,0.0,0.0,0,0.2150000035762787,0.0,7849,1.0,8.712115231901407e-06
389.0,0.0,0.0,0,0.20999999344348907,0.0,7899,1.0,5.952188075752929e-06
392.0,0.0,0.0,0,0.20499999821186066,0.0,7949,0.0,2.962942289741477e-06
396.0,0.0,0.0,0,0.20000000298023224,0.0,7999,1.0,1.418667579855537e-05
400.0,0.0,0.0,0,0.19499999284744263,0.0,8049,1.0,4.983697181160096e-06
403.0,0.0,0.0,0,0.1899999976158142,0.0,8099,1.0,6.835326530563179e-06
406.0,0.0,0.0,0,0.1850000023841858,0.0,8149,0.0,3.4076922474923776e-06
410.0,0.0,0.0,0,0.18000000715255737,0.0,8199,1.0,1.3777893400401808e-05
412.0,0.0,0.0,0,0.17499999701976776,0.0,8249,1.0,1.3270807357912418e-05
415.0,0.0,0.0,0,0.17000000178813934,0.0,8299,1.0,6.408954050129978e-06
418.0,0.0,0.0,0,0.16500000655651093,0.0,8349,1.0,8.0149575296673e-06
422.0,1.0,1.0,0,0.1599999964237213,1.0,8399,1.0,1.7179037968162447e-05
425.0,0.0,0.0,0,0.1550000011920929,0.0,8449,1.0,1.3909007066104095e-05
428.0,0.0,0.0,0,0.15000000596046448,0.0,8499,0.0,4.446677394298604e-06
431.0,0.0,0.0,0,0.14499999582767487,0.0,8549,1.0,5.851225523656467e-06
434.0,0.0,0.0,0,0.14000000059604645,0.0,8599,1.0,1.5799754692125134e-05
438.0,0.0,0.0,0,0.13500000536441803,0.0,8649,1.0,5.4541087592951953e-05
441.0,0.0,0.0,0,0.12999999523162842,0.0,8699,1.0,1.9451101252343506e-05
445.0,1.0,1.0,0,0.125,1.0,8749,1.0,2.3075423086993396e-05
448.0,0.0,0.0,0,0.11999999731779099,0.0,8799,1.0,1.2767569387506228e-05
451.0,0.0,0.0,0,0.11500000208616257,0.0,8849,1.0,3.608615224948153e-05
454.0,0.0,0.0,0,0.10999999940395355,0.0,8899,0.0,1.1589987479965203e-05
458.0,0.0,0.0,0,0.10499999672174454,0.0,8949,1.0,1.6710964700905606e-05
461.0,0.0,0.0,0,0.10000000149011612,0.0,8999,1.0,1.8930923033622093e-05
464.0,0.0,0.0,0,0.0949999988079071,0.0,9049,1.0,1.0359588486608118e-05
468.0,0.0,0.0,0,0.09000000357627869,0.0,9099,1.0,3.242937964387238e-05
472.0,0.0,0.0,0,0.08500000089406967,0.0,9149,0.0,2.7086636691819876e-05
475.0,0.0,0.0,0,0.07999999821186066,0.0,9199,1.0,1.1496137631183956e-05
479.0,0.0,0.0,0,0.07500000298023224,0.0,9249,1.0,6.227352969290223e-06
482.0,0.0,0.0,0,0.07000000029802322,0.0,9299,1.0,1.4331651073007379e-05
485.0,0.0,0.0,0,0.06499999761581421,0.0,9349,1.0,5.6813260016497225e-06
489.0,0.0,0.0,0,0.05999999865889549,0.0,9399,1.0,9.802270142245106e-06
492.0,0.0,0.0,0,0.054999999701976776,0.0,9449,1.0,1.2019190762657672e-05
495.0,0.0,0.0,0,0.05000000074505806,0.0,9499,1.0,2.1159245079616085e-05
499.0,0.0,0.0,0,0.04500000178813934,0.0,9549,1.0,7.886923413025215e-06
503.0,0.0,0.0,0,0.03999999910593033,0.0,9599,0.0,1.8696795450523496e-05
506.0,0.0,0.0,0,0.03500000014901161,0.0,9649,1.0,3.0544655601261184e-05
510.0,0.0,0.0,0,0.029999999329447746,0.0,9699,1.0,5.8464600442675874e-05
513.0,0.0,0.0,0,0.02500000037252903,0.0,9749,1.0,2.7249578124610707e-05
517.0,0.0,0.0,0,0.019999999552965164,0.0,9799,1.0,1.7831733202910982e-05
520.0,0.0,0.0,0,0.014999999664723873,0.0,9849,1.0,2.3787051759427413e-05
524.0,0.0,0.0,0,0.009999999776482582,0.0,9899,1.0,2.676437725313008e-05
527.0,0.0,0.0,0,0.009999999776482582,0.0,9949,1.0,5.624737968901172e-05
531.0,0.0,0.0,0,0.009999999776482582,0.0,9999,1.0,2.26717020268552e-05
535.0,1.0,1.0,1,0.009999999776482582,1.0,10049,1.0,6.514814231195487e-06
538.0,0.0,0.0,1,0.009999999776482582,0.0,10099,1.0,1.152010190708097e-05
541.0,0.0,0.0,1,0.009999999776482582,0.0,10149,1.0,4.8933752623270266e-06
545.0,0.0,0.0,1,0.009999999776482582,0.0,10199,1.0,2.1404161088867113e-05
549.0,0.0,0.0,1,0.009999999776482582,0.0,10249,1.0,8.585609975853004e-06
552.0,0.0,0.0,1,0.009999999776482582,0.0,10299,1.0,8.214498848246876e-06
556.0,0.0,0.0,1,0.009999999776482582,0.0,10349,1.0,5.764270554209361e-06
559.0,0.0,0.0,1,0.009999999776482582,0.0,10399,1.0,3.3806761621235637e-06
563.0,0.0,0.0,1,0.009999999776482582,0.0,10449,1.0,1.7341582179142279e-06
566.0,0.0,0.0,1,0.009999999776482582,0.0,10499,1.0,3.4717652397375787e-06
570.0,0.0,0.0,1,0.009999999776482582,0.0,10549,1.0,8.325300768774468e-07
573.0,0.0,0.0,1,0.009999999776482582,0.0,10599,1.0,1.2512341527326498e-06
577.0,0.0,0.0,1,0.009999999776482582,0.0,10649,1.0,2.886352376663126e-06
580.0,0.0,0.0,1,0.009999999776482582,0.0,10699,1.0,1.0191592082264833e-05
584.0,0.0,0.0,1,0.009999999776482582,0.0,10749,1.0,6.493320688605309e-05
587.0,0.0,0.0,1,0.009999999776482582,0.0,10799,1.0,4.1429753764532506e-05
592.0,0.0,0.0,1,0.009999999776482582,0.0,10849,1.0,0.00011015807103831321
595.0,0.0,0.0,1,0.009999999776482582,0.0,10899,1.0,9.51895781327039e-05
599.0,0.0,0.0,1,0.009999999776482582,0.0,10949,1.0,0.00011753951548598707
602.0,0.0,0.0,1,0.009999999776482582,0.0,10999,1.0,0.00010497575567569584
606.0,0.0,0.0,1,0.009999999776482582,0.0,11049,1.0,7.254870433826e-05
609.0,0.0,0.0,1,0.009999999776482582,0.0,11099,1.0,3.133069185423665e-05
613.0,0.0,0.0,1,0.009999999776482582,0.0,11149,1.0,1.506713124399539e-05
617.0,1.0,1.0,1,0.009999999776482582,1.0,11199,1.0,1.607498234079685e-05
620.0,0.0,0.0,1,0.009999999776482582,0.0,11249,1.0,1.1485802133393008e-05
624.0,1.0,1.0,1,0.009999999776482582,1.0,11299,1.0,4.042789441882633e-06
627.0,0.0,0.0,1,0.009999999776482582,0.0,11349,1.0,1.1943388926738407e-06
631.0,0.0,0.0,1,0.009999999776482582,0.0,11399,1.0,3.903763627022272e-06
634.0,0.0,0.0,1,0.009999999776482582,0.0,11449,1.0,9.438178949494613e-07
638.0,0.0,0.0,1,0.009999999776482582,0.0,11499,1.0,1.1266085948591353e-06
641.0,0.0,0.0,1,0.009999999776482582,0.0,11549,1.0,1.3447727269522147e-06
645.0,0.0,0.0,1,0.009999999776482582,0.0,11599,1.0,8.550299526177696e-07
649.0,1.0,1.0,1,0.009999999776482582,1.0,11649,1.0,4.541382168099517e-07
652.0,0.0,0.0,1,0.009999999776482582,0.0,11699,1.0,1.6920339476200752e-06
656.0,0.0,0.0,1,0.009999999776482582,0.0,11749,1.0,6.6677398535830434e-06
659.0,0.0,0.0,1,0.009999999776482582,0.0,11799,1.0,2.8465901777963154e-06
663.0,0.0,0.0,1,0.009999999776482582,0.0,11849,1.0,8.081229907475063e-07
666.0,0.0,0.0,1,0.009999999776482582,0.0,11899,1.0,7.626330898347078e-06
670.0,0.0,0.0,1,0.009999999776482582,0.0,11949,1.0,1.6534488622710342e-06
674.0,1.0,1.0,1,0.009999999776482582,1.0,11999,1.0,8.372306183446199e-06
677.0,0.0,0.0,1,0.009999999776482582,0.0,12049,1.0,1.7669301087153144e-05
681.0,0.0,0.0,1,0.009999999776482582,0.0,12099,1.0,3.999325144832255e-06
684.0,0.0,0.0,1,0.009999999776482582,0.0,12149,1.0,2.366774424444884e-06
688.0,0.0,0.0,1,0.009999999776482582,0.0,12199,1.0,7.707260010647587e-06
692.0,1.0,1.0,1,0.009999999776482582,1.0,12249,1.0,1.5426119716721587e-05
695.0,0.0,0.0,1,0.009999999776482582,0.0,12299,1.0,3.2425745303044096e-05
698.0,0.0,0.0,1,0.009999999776482582,0.0,12349,1.0,3.949319216189906e-05
702.0,0.0,0.0,1,0.009999999776482582,0.0,12399,1.0,5.3933348681312054e-05
705.0,0.0,0.0,1,0.009999999776482582,0.0,12449,1.0,1.7077982192859054e-05
709.0,0.0,0.0,1,0.009999999776482582,0.0,12499,1.0,1.737324237183202e-05
713.0,1.0,1.0,1,0.009999999776482582,1.0,12549,1.0,2.2532818547915667e-05
716.0,0.0,0.0,1,0.009999999776482582,0.0,12599,1.0,2.6782721761264838e-05
720.0,0.0,0.0,1,0.009999999776482582,0.0,12649,1.0,9.192489414999727e-06
723.0,0.0,0.0,1,0.009999999776482582,0.0,12699,1.0,3.4806712392310146e-06
727.0,0.0,0.0,1,0.009999999776482582,0.0,12749,1.0,5.075619810668286e-06
730.0,0.0,0.0,1,0.009999999776482582,0.0,12799,1.0,2.098689947160892e-06
734.0,1.0,1.0,1,0.009999999776482582,1.0,12849,1.0,1.4067703659748076e-06
737.0,0.0,0.0,1,0.009999999776482582,0.0,12899,1.0,8.297743647744937e-07
741.0,0.0,0.0,1,0.009999999776482582,0.0,12949,1.0,1.5828001096451771e-06
744.0,0.0,0.0,1,0.009999999776482582,0.0,12999,1.0,2.186335677833995e-06
748.0,0.0,0.0,1,0.009999999776482582,0.0,13049,1.0,4.483788870857097e-06
751.0,0.0,0.0,1,0.009999999776482582,0.0,13099,1.0,1.416553550370736e-05
755.0,0.0,0.0,1,0.009999999776482582,0.0,13149,1.0,5.0073308557330165e-06
758.0,0.0,0.0,1,0.009999999776482582,0.0,13199,1.0,7.757309504086152e-06
762.0,0.0,0.0,1,0.009999999776482582,0.0,13249,1.0,1.269733729714062e-05
765.0,0.0,0.0,1,0.009999999776482582,0.0,13299,1.0,1.584862002346199e-05
769.0,0.0,0.0,1,0.009999999776482582,0.0,13349,1.0,1.4335049854707904e-05
772.0,0.0,0.0,1,0.009999999776482582,0.0,13399,1.0,2.5685090804472566e-05
776.0,0.0,0.0,1,0.009999999776482582,0.0,13449,1.0,3.3832795452326536e-05
779.0,0.0,0.0,1,0.009999999776482582,0.0,13499,1.0,0.00018504768377169967
783.0,0.0,0.0,1,0.009999999776482582,0.0,13549,1.0,9.443135058972985e-05
786.0,0.0,0.0,1,0.009999999776482582,0.0,13599,1.0,5.620380034088157e-05
790.0,0.0,0.0,1,0.009999999776482582,0.0,13649,1.0,4.273302693036385e-05
793.0,0.0,0.0,1,0.009999999776482582,0.0,13699,1.0,7.650195766473189e-05
797.0,0.0,0.0,1,0.009999999776482582,0.0,13749,1.0,3.5044758988078684e-05
800.0,0.0,0.0,1,0.009999999776482582,0.0,13799,1.0,1.327523023064714e-05
804.0,0.0,0.0,1,0.009999999776482582,0.0,13849,1.0,1.5254494428518228e-05
807.0,0.0,0.0,1,0.009999999776482582,0.0,13899,1.0,1.0425193977425806e-05
811.0,0.0,0.0,1,0.009999999776482582,0.0,13949,1.0,1.2948200492246542e-05
815.0,1.0,1.0,1,0.009999999776482582,1.0,13999,1.0,2.5766460112208733e-06
818.0,0.0,0.0,1,0.009999999776482582,0.0,14049,1.0,7.504239874833729e-06
822.0,1.0,1.0,1,0.009999999776482582,1.0,14099,1.0,1.582415052325814e-06
825.0,0.0,0.0,1,0.009999999776482582,0.0,14149,1.0,1.2706784673355287e-06
828.0,0.0,0.0,1,0.009999999776482582,0.0,14199,1.0,1.6170092749234755e-06
832.0,0.0,0.0,1,0.009999999776482582,0.0,14249,1.0,1.0336585773984552e-06
836.0,1.0,1.0,1,0.009999999776482582,1.0,14299,1.0,2.0504792246356374e-06
839.0,0.0,0.0,1,0.009999999776482582,0.0,14349,1.0,1.6391435337936855e-06
843.0,0.0,0.0,1,0.009999999776482582,0.0,14399,0.0,1.7320891174676945e-06
846.0,0.0,0.0,1,0.009999999776482582,0.0,14449,1.0,8.136344717968313e-07
850.0,0.0,0.0,1,0.009999999776482582,0.0,14499,1.0,1.114924089051783e-06
853.0,0.0,0.0,1,0.009999999776482582,0.0,14549,1.0,4.817832177650416e-07
857.0,0.0,0.0,1,0.009999999776482582,0.0,14599,1.0,1.2834570952691138e-06
860.0,0.0,0.0,1,0.009999999776482582,0.0,14649,1.0,2.03177182811487e-06
864.0,0.0,0.0,1,0.009999999776482582,0.0,14699,1.0,2.246191343147075e-06
867.0,0.0,0.0,1,0.009999999776482582,0.0,14749,1.0,6.9662200985476375e-06
871.0,0.0,0.0,1,0.009999999776482582,0.0,14799,1.0,1.4579325124941533e-06
874.0,0.0,0.0,1,0.009999999776482582,0.0,14849,1.0,3.144005859212484e-06
878.0,0.0,0.0,1,0.009999999776482582,0.0,14899,1.0,1.5194555089692585e-06
881.0,0.0,0.0,1,0.009999999776482582,0.0,14949,1.0,3.53904715666431e-06
885.0,0.0,0.0,1,0.009999999776482582,0.0,14999,1.0,2.775929715426173e-06
888.0,0.0,0.0,1,0.009999999776482582,0.0,15049,1.0,7.610901775478851e-06
892.0,0.0,0.0,1,0.009999999776482582,0.0,15099,1.0,4.0127224565367214e-06
895.0,0.0,0.0,1,0.009999999776482582,0.0,15149,1.0,2.1570351236732677e-05
899.0,0.0,0.0,1,0.009999999776482582,0.0,15199,1.0,6.235233740881085e-05
902.0,0.0,0.0,1,0.009999999776482582,0.0,15249,1.0,0.00010500842472538352
906.0,0.0,0.0,1,0.009999999776482582,0.0,15299,1.0,7.888714026194066e-05
909.0,0.0,0.0,1,0.009999999776482582,0.0,15349,1.0,6.737453804817051e-05
913.0,0.0,0.0,1,0.009999999776482582,0.0,15399,1.0,5.2916839194949716e-05
